"","year","state","county","category","type","rate","unit","age","race","gender","fips","income"
"1650","2010","GA","johnson","Cardiovascular Diseases","All stroke",19.3,"per 100,000","Ages 35-64 years","Overall","Overall","13167",20707
"1651","2016","GA","johnson","Cardiovascular Diseases","All stroke",275.9,"per 100,000","Ages 65 years and older","Overall","Overall","13167",24609
"1652","2014","GA","johnson","Cardiovascular Diseases","All stroke",306.1,"per 100,000","Ages 65 years and older","Overall","Overall","13167",23123
"1653","2015","GA","johnson","Cardiovascular Diseases","All stroke",299,"per 100,000","Ages 65 years and older","Overall","Overall","13167",23772
"1654","2017","GA","johnson","Cardiovascular Diseases","All stroke",267.7,"per 100,000","Ages 65 years and older","Overall","Overall","13167",25138
"1655","2019","GA","johnson","Cardiovascular Diseases","All stroke",249.7,"per 100,000","Ages 65 years and older","Overall","Overall","13167",27166
"1656","2018","GA","johnson","Cardiovascular Diseases","All stroke",263.9,"per 100,000","Ages 65 years and older","Overall","Overall","13167",25939
"1657","2013","GA","johnson","Cardiovascular Diseases","All stroke",305.6,"per 100,000","Ages 65 years and older","Overall","Overall","13167",22302
"1658","2011","GA","johnson","Cardiovascular Diseases","All stroke",309.6,"per 100,000","Ages 65 years and older","Overall","Overall","13167",21572
"1659","2010","GA","johnson","Cardiovascular Diseases","All stroke",333.3,"per 100,000","Ages 65 years and older","Overall","Overall","13167",20707
"1660","2012","GA","johnson","Cardiovascular Diseases","All stroke",295.9,"per 100,000","Ages 65 years and older","Overall","Overall","13167",21789
"1661","2013","GA","jones","Cardiovascular Diseases","All stroke",20.1,"per 100,000","Ages 35-64 years","Overall","Overall","13169",32450
"1662","2014","GA","jones","Cardiovascular Diseases","All stroke",21.5,"per 100,000","Ages 35-64 years","Overall","Overall","13169",33267
"1663","2019","GA","jones","Cardiovascular Diseases","All stroke",20.9,"per 100,000","Ages 35-64 years","Overall","Overall","13169",39009
"1664","2017","GA","jones","Cardiovascular Diseases","All stroke",21.3,"per 100,000","Ages 35-64 years","Overall","Overall","13169",36723
"1665","2016","GA","jones","Cardiovascular Diseases","All stroke",21,"per 100,000","Ages 35-64 years","Overall","Overall","13169",35497
"1666","2015","GA","jones","Cardiovascular Diseases","All stroke",22,"per 100,000","Ages 35-64 years","Overall","Overall","13169",35104
"1667","2011","GA","jones","Cardiovascular Diseases","All stroke",20.5,"per 100,000","Ages 35-64 years","Overall","Overall","13169",31291
"1668","2018","GA","jones","Cardiovascular Diseases","All stroke",21.1,"per 100,000","Ages 35-64 years","Overall","Overall","13169",37526
"1669","2012","GA","jones","Cardiovascular Diseases","All stroke",20.7,"per 100,000","Ages 35-64 years","Overall","Overall","13169",32150
"1670","2010","GA","jones","Cardiovascular Diseases","All stroke",22.1,"per 100,000","Ages 35-64 years","Overall","Overall","13169",30059
"1671","2016","GA","jones","Cardiovascular Diseases","All stroke",298.6,"per 100,000","Ages 65 years and older","Overall","Overall","13169",35497
"1672","2014","GA","jones","Cardiovascular Diseases","All stroke",305.8,"per 100,000","Ages 65 years and older","Overall","Overall","13169",33267
"1673","2015","GA","jones","Cardiovascular Diseases","All stroke",323.6,"per 100,000","Ages 65 years and older","Overall","Overall","13169",35104
"1674","2017","GA","jones","Cardiovascular Diseases","All stroke",290.8,"per 100,000","Ages 65 years and older","Overall","Overall","13169",36723
"1675","2019","GA","jones","Cardiovascular Diseases","All stroke",269.3,"per 100,000","Ages 65 years and older","Overall","Overall","13169",39009
"1676","2018","GA","jones","Cardiovascular Diseases","All stroke",291.6,"per 100,000","Ages 65 years and older","Overall","Overall","13169",37526
"1677","2013","GA","jones","Cardiovascular Diseases","All stroke",294.2,"per 100,000","Ages 65 years and older","Overall","Overall","13169",32450
"1678","2011","GA","jones","Cardiovascular Diseases","All stroke",307.7,"per 100,000","Ages 65 years and older","Overall","Overall","13169",31291
"1679","2010","GA","jones","Cardiovascular Diseases","All stroke",329.9,"per 100,000","Ages 65 years and older","Overall","Overall","13169",30059
"1680","2012","GA","jones","Cardiovascular Diseases","All stroke",303.3,"per 100,000","Ages 65 years and older","Overall","Overall","13169",32150
"1681","2013","GA","lamar","Cardiovascular Diseases","All stroke",30.2,"per 100,000","Ages 35-64 years","Overall","Overall","13171",29039
"1682","2014","GA","lamar","Cardiovascular Diseases","All stroke",32.3,"per 100,000","Ages 35-64 years","Overall","Overall","13171",29621
"1683","2019","GA","lamar","Cardiovascular Diseases","All stroke",31.1,"per 100,000","Ages 35-64 years","Overall","Overall","13171",35752
"1684","2017","GA","lamar","Cardiovascular Diseases","All stroke",32.8,"per 100,000","Ages 35-64 years","Overall","Overall","13171",32872
"1685","2016","GA","lamar","Cardiovascular Diseases","All stroke",32.8,"per 100,000","Ages 35-64 years","Overall","Overall","13171",31531
"1686","2015","GA","lamar","Cardiovascular Diseases","All stroke",34.2,"per 100,000","Ages 35-64 years","Overall","Overall","13171",30917
"1687","2011","GA","lamar","Cardiovascular Diseases","All stroke",29.7,"per 100,000","Ages 35-64 years","Overall","Overall","13171",27899
"1688","2018","GA","lamar","Cardiovascular Diseases","All stroke",31.8,"per 100,000","Ages 35-64 years","Overall","Overall","13171",34020
"1689","2012","GA","lamar","Cardiovascular Diseases","All stroke",30.8,"per 100,000","Ages 35-64 years","Overall","Overall","13171",29389
"1690","2010","GA","lamar","Cardiovascular Diseases","All stroke",32.3,"per 100,000","Ages 35-64 years","Overall","Overall","13171",26401
"1691","2016","GA","lamar","Cardiovascular Diseases","All stroke",341.7,"per 100,000","Ages 65 years and older","Overall","Overall","13171",31531
"1692","2014","GA","lamar","Cardiovascular Diseases","All stroke",344.7,"per 100,000","Ages 65 years and older","Overall","Overall","13171",29621
"1693","2015","GA","lamar","Cardiovascular Diseases","All stroke",360.9,"per 100,000","Ages 65 years and older","Overall","Overall","13171",30917
"1694","2017","GA","lamar","Cardiovascular Diseases","All stroke",332.1,"per 100,000","Ages 65 years and older","Overall","Overall","13171",32872
"1695","2019","GA","lamar","Cardiovascular Diseases","All stroke",326.2,"per 100,000","Ages 65 years and older","Overall","Overall","13171",35752
"1696","2018","GA","lamar","Cardiovascular Diseases","All stroke",346.2,"per 100,000","Ages 65 years and older","Overall","Overall","13171",34020
"1697","2013","GA","lamar","Cardiovascular Diseases","All stroke",327.3,"per 100,000","Ages 65 years and older","Overall","Overall","13171",29039
"1698","2011","GA","lamar","Cardiovascular Diseases","All stroke",338,"per 100,000","Ages 65 years and older","Overall","Overall","13171",27899
"1699","2010","GA","lamar","Cardiovascular Diseases","All stroke",362.2,"per 100,000","Ages 65 years and older","Overall","Overall","13171",26401
"1700","2012","GA","lamar","Cardiovascular Diseases","All stroke",334.2,"per 100,000","Ages 65 years and older","Overall","Overall","13171",29389
"1701","2013","GA","lanier","Cardiovascular Diseases","All stroke",23,"per 100,000","Ages 35-64 years","Overall","Overall","13173",23455
"1702","2014","GA","lanier","Cardiovascular Diseases","All stroke",23.7,"per 100,000","Ages 35-64 years","Overall","Overall","13173",24772
"1703","2019","GA","lanier","Cardiovascular Diseases","All stroke",25.2,"per 100,000","Ages 35-64 years","Overall","Overall","13173",30792
"1704","2017","GA","lanier","Cardiovascular Diseases","All stroke",25.7,"per 100,000","Ages 35-64 years","Overall","Overall","13173",27801
"1705","2016","GA","lanier","Cardiovascular Diseases","All stroke",26.3,"per 100,000","Ages 35-64 years","Overall","Overall","13173",26324
"1706","2015","GA","lanier","Cardiovascular Diseases","All stroke",26.2,"per 100,000","Ages 35-64 years","Overall","Overall","13173",26080
"1707","2011","GA","lanier","Cardiovascular Diseases","All stroke",24.4,"per 100,000","Ages 35-64 years","Overall","Overall","13173",22937
"1708","2018","GA","lanier","Cardiovascular Diseases","All stroke",25.9,"per 100,000","Ages 35-64 years","Overall","Overall","13173",29224
"1709","2012","GA","lanier","Cardiovascular Diseases","All stroke",24,"per 100,000","Ages 35-64 years","Overall","Overall","13173",23428
"1710","2010","GA","lanier","Cardiovascular Diseases","All stroke",25,"per 100,000","Ages 35-64 years","Overall","Overall","13173",21363
"1711","2016","GA","lanier","Cardiovascular Diseases","All stroke",271.2,"per 100,000","Ages 65 years and older","Overall","Overall","13173",26324
"1712","2014","GA","lanier","Cardiovascular Diseases","All stroke",279.4,"per 100,000","Ages 65 years and older","Overall","Overall","13173",24772
"1713","2015","GA","lanier","Cardiovascular Diseases","All stroke",285.3,"per 100,000","Ages 65 years and older","Overall","Overall","13173",26080
"1714","2017","GA","lanier","Cardiovascular Diseases","All stroke",273.3,"per 100,000","Ages 65 years and older","Overall","Overall","13173",27801
"1715","2019","GA","lanier","Cardiovascular Diseases","All stroke",282.5,"per 100,000","Ages 65 years and older","Overall","Overall","13173",30792
"1716","2018","GA","lanier","Cardiovascular Diseases","All stroke",284.8,"per 100,000","Ages 65 years and older","Overall","Overall","13173",29224
"1717","2013","GA","lanier","Cardiovascular Diseases","All stroke",258.3,"per 100,000","Ages 65 years and older","Overall","Overall","13173",23455
"1718","2011","GA","lanier","Cardiovascular Diseases","All stroke",296.5,"per 100,000","Ages 65 years and older","Overall","Overall","13173",22937
"1719","2010","GA","lanier","Cardiovascular Diseases","All stroke",316.4,"per 100,000","Ages 65 years and older","Overall","Overall","13173",21363
"1720","2012","GA","lanier","Cardiovascular Diseases","All stroke",266.8,"per 100,000","Ages 65 years and older","Overall","Overall","13173",23428
"1721","2013","GA","laurens","Cardiovascular Diseases","All stroke",25.7,"per 100,000","Ages 35-64 years","Overall","Overall","13175",30518
"1722","2014","GA","laurens","Cardiovascular Diseases","All stroke",27.6,"per 100,000","Ages 35-64 years","Overall","Overall","13175",31308
"1723","2019","GA","laurens","Cardiovascular Diseases","All stroke",26.1,"per 100,000","Ages 35-64 years","Overall","Overall","13175",36805
"1724","2017","GA","laurens","Cardiovascular Diseases","All stroke",27.4,"per 100,000","Ages 35-64 years","Overall","Overall","13175",34885
"1725","2016","GA","laurens","Cardiovascular Diseases","All stroke",27,"per 100,000","Ages 35-64 years","Overall","Overall","13175",34036
"1726","2015","GA","laurens","Cardiovascular Diseases","All stroke",28.5,"per 100,000","Ages 35-64 years","Overall","Overall","13175",32762
"1727","2011","GA","laurens","Cardiovascular Diseases","All stroke",24.5,"per 100,000","Ages 35-64 years","Overall","Overall","13175",30742
"1728","2018","GA","laurens","Cardiovascular Diseases","All stroke",26.8,"per 100,000","Ages 35-64 years","Overall","Overall","13175",36239
"1729","2012","GA","laurens","Cardiovascular Diseases","All stroke",25.6,"per 100,000","Ages 35-64 years","Overall","Overall","13175",30232
"1730","2010","GA","laurens","Cardiovascular Diseases","All stroke",25.9,"per 100,000","Ages 35-64 years","Overall","Overall","13175",29843
"1731","2016","GA","laurens","Cardiovascular Diseases","All stroke",331.1,"per 100,000","Ages 65 years and older","Overall","Overall","13175",34036
"1732","2014","GA","laurens","Cardiovascular Diseases","All stroke",374.5,"per 100,000","Ages 65 years and older","Overall","Overall","13175",31308
"1733","2015","GA","laurens","Cardiovascular Diseases","All stroke",372.7,"per 100,000","Ages 65 years and older","Overall","Overall","13175",32762
"1734","2017","GA","laurens","Cardiovascular Diseases","All stroke",318.8,"per 100,000","Ages 65 years and older","Overall","Overall","13175",34885
"1735","2019","GA","laurens","Cardiovascular Diseases","All stroke",289.3,"per 100,000","Ages 65 years and older","Overall","Overall","13175",36805
"1736","2018","GA","laurens","Cardiovascular Diseases","All stroke",303.6,"per 100,000","Ages 65 years and older","Overall","Overall","13175",36239
"1737","2013","GA","laurens","Cardiovascular Diseases","All stroke",365.5,"per 100,000","Ages 65 years and older","Overall","Overall","13175",30518
"1738","2011","GA","laurens","Cardiovascular Diseases","All stroke",385.5,"per 100,000","Ages 65 years and older","Overall","Overall","13175",30742
"1739","2010","GA","laurens","Cardiovascular Diseases","All stroke",408.8,"per 100,000","Ages 65 years and older","Overall","Overall","13175",29843
"1740","2012","GA","laurens","Cardiovascular Diseases","All stroke",372.7,"per 100,000","Ages 65 years and older","Overall","Overall","13175",30232
"1741","2015","GA","lee","Cardiovascular Diseases","All stroke",18.8,"per 100,000","Ages 35-64 years","Overall","Overall","13177",40675
"1742","2011","GA","lee","Cardiovascular Diseases","All stroke",17.5,"per 100,000","Ages 35-64 years","Overall","Overall","13177",37226
"1743","2013","GA","lee","Cardiovascular Diseases","All stroke",18.1,"per 100,000","Ages 35-64 years","Overall","Overall","13177",39265
"1744","2014","GA","lee","Cardiovascular Diseases","All stroke",18.1,"per 100,000","Ages 35-64 years","Overall","Overall","13177",40108
"1745","2019","GA","lee","Cardiovascular Diseases","All stroke",20.4,"per 100,000","Ages 35-64 years","Overall","Overall","13177",43869
"1746","2017","GA","lee","Cardiovascular Diseases","All stroke",19.5,"per 100,000","Ages 35-64 years","Overall","Overall","13177",42364
"1747","2016","GA","lee","Cardiovascular Diseases","All stroke",19.3,"per 100,000","Ages 35-64 years","Overall","Overall","13177",40977
"1748","2018","GA","lee","Cardiovascular Diseases","All stroke",19.8,"per 100,000","Ages 35-64 years","Overall","Overall","13177",42993
"1749","2012","GA","lee","Cardiovascular Diseases","All stroke",18.2,"per 100,000","Ages 35-64 years","Overall","Overall","13177",39427
"1750","2010","GA","lee","Cardiovascular Diseases","All stroke",18.2,"per 100,000","Ages 35-64 years","Overall","Overall","13177",35744
"1751","2016","GA","lee","Cardiovascular Diseases","All stroke",298.9,"per 100,000","Ages 65 years and older","Overall","Overall","13177",40977
"1752","2014","GA","lee","Cardiovascular Diseases","All stroke",281.7,"per 100,000","Ages 65 years and older","Overall","Overall","13177",40108
"1753","2015","GA","lee","Cardiovascular Diseases","All stroke",297.1,"per 100,000","Ages 65 years and older","Overall","Overall","13177",40675
